Ticker,Category,SP-Rank,Morningstar,MS-Risk,NetAssets,YTD-return,Return-5Y-Avg,YearsUP,YearsDOWN,Best-1Y-Return,Worst-1Y-Return,Best-3Y-Return,Worst-3Y-Return,LAR-1Y,LAR-3Y,LAR-5Y,LAR-10Y,PropCash,PropStocks,PropBonds,PropOther,PropTop10Hold,EqHldPE,EqHldPB,EqHldPS,EqHldPCF,EqHldMedMktCap,EqHld3Y-EarnGr,PropBM,PropCC,PropFS,PropRE,PropCD,PropHC,PropU,PropCS,PropE,PropI,PropT,Best1Y-Return,Worst1Y-Return,Alpha1Y,Beta1Y,MeanRet1Y,R-square1Y,StdDev1Y,Sharpe1Y,Treynor1Y,Alpha3Y,Beta3Y,MeanRet3Y,R-square3Y,StdDev3Y,Sharpe3Y,Treynor3Y
TIMVX,Mid-Cap Value,4,4,3,4290000000,0.2218,0.1113,8,2,0.4261,-0.4059,0.2607,-0.0878,0.2655,0.1609,0.1113,0.1117,2.16,97.15,0,0.69,9.95,16.04,1.63,1.06,6.1," 8,530.00 ",0.1633,5.64,10.18,19.47,9.93,4.4,8.91,10.99,1.79,8.63,8.53,11.53,0.4261,-0.4059,-1.54,1.1,1.33,94.21,14.08,1.13,14.54,0.12,1.13,1.07,95.47,20.98,0.61,9.71
TIQIX,Large Growth,3,9,2,945390000,0.1801,0.0869,6,2,0.265,-0.4147,0.166,-0.1062,0.14,0.137,0.0869,0.0806,1.16,98.84,0,0,35.53,17.36,2.98,0.94,6.81," 24,770.00 ",0.2141,2.03,12.86,7.03,2.14,11.02,27.57,4.73,8.12,8.18,11.45,4.87,0.265,-0.4147,1.7,0.74,1.12,74.72,10.58,1.26,18.48,-0.11,0.89,0.82,85.92,17.3,0.56,9.66
TISHX,Communications,3,1,3,129370000,0.1735,0.1323,20,8,0.853,-0.5739,0.2247,-0.3457,0.0846,0.098,0.119,0.0654,0.16,93.16,6.67,0,68.04,15.98,2.49,1.49,5.66," 71,380.00 ",-0.1566,0,0,0,0,0,0,0,92.93,0,0,7.07,0.853,-0.5739,3.38,0.71,1,75.86,11.6,1.03,16.88,5.56,0.99,1.25,80,21.74,0.68,13.3
TMRFX,Foreign Large Blend,1,1,5,11700000,0.1711,-0.0406,10,4,1.5068,-0.7436,0.4696,-0.2348,0.152,-0.0785,-0.0406,0.0473,0.2,94.49,0,2.79,19.47,12.85,1.32,0.78,2.87," 14,410.00 ",0.1477,11.26,11.86,21.99,0.27,11.11,8.39,2.35,7.13,8.97,10.76,5.91,1.5068,-0.7436,-16.1,1.14,-0.43,64.8,24.62,-0.21,-6.94,-8.75,1.3,0.21,64.77,35.88,0.07,-3.21
TMSIX,Mid-Cap Blend,3,8,3,883270000,0.2294,0.1276,11,4,0.4003,-0.4026,0.22,-0.1046,0.2762,0.1537,0.1276,0.1013,5.23,94.76,0,0,24.69,17.84,1.91,1.35,8.24," 7,160.00 ",0.2215,2.53,11.48,18.24,4.26,1.84,13.03,2.76,4.96,5.11,19.84,15.96,0.4003,-0.4026,-4.54,1.28,1.31,89.92,16.68,0.94,11.99,1.91,1.1,1.19,90.39,20.92,0.68,11.5
TNSYX,Foreign Small/Mid Growth,4,1,2,125770000,0.1853,0.1016,12,4,0.5179,-0.4061,0.2015,-0.1242,0.2448,0.1635,0.1016,0.0736,0.66,98.35,0,0.99,16.26,13.34,1.9,0.84,4.7," 1,910.00 ",0.2505,5.7,24.12,15.16,4.67,8.7,6.25,3.37,3.35,4.96,13.02,10.7,0.5179,-0.4061,8.52,0.84,1.38,77.29,16.51,1,19.46,4.73,0.84,1,76.18,21.29,0.56,11.98
TRBIX,Small Blend,3,1,3,1490000000,0.2762,0.1088,7,3,0.4649,-0.3372,0.2157,-0.0839,0.2982,0.1811,0.1088,0.0937,0.94,99.06,0,0,2.9,18.54,1.83,1.02,6.92," 1,230.00 ",0.1638,5.23,14.19,14.62,8.18,4.36,11.53,3.11,0.93,4.5,15.74,17.6,0.4649,-0.3372,-2.53,1.3,1.52,89.36,17.1,1.06,13.84,-0.89,1.26,1.11,90.83,23.97,0.55,8.52
TRIGX,Foreign Large Value,4,7,3,7400000000,0.1505,0.0659,9,5,0.3948,-0.449,0.2573,-0.1134,0.2233,0.0818,0.0659,0.0846,2.75,95.91,1.28,0.06,18.98,11.98,1.33,0.84,6.67," 25,110.00 ",0.03,3.89,18.47,22.82,5.57,10.07,8.92,3.03,5.48,7.2,9.74,4.81,0.3948,-0.449,-0.26,1,0.79,97.42,17.66,0.53,8.07,0.06,1.06,0.77,98.13,23.83,0.38,6.07
TRLCX,Large Value,4,4,4,4240000000,0.22,0.1027,7,3,0.3382,-0.4005,0.1912,-0.1023,0.2508,0.153,0.1027,0.083,0.21,99.56,0,0.23,23.81,14.56,1.53,1.2,5.18," 34,360.00 ",0.1017,3.02,8.98,22.19,3.01,5.7,14.35,4.55,3.33,15.06,10.73,9.08,0.3382,-0.4005,-3.25,1.17,1.28,96.18,14.83,1.03,12.98,-0.74,1.14,1,96.76,20.9,0.57,8.93
TRPWX,Mid-Cap Growth,4,1,4,1790000000,0.2724,0.1389,8,2,0.4692,-0.4625,0.2283,-0.1173,0.2814,0.1739,0.1389,0.1023,0,100,0,0,13.13,22.45,3.68,2.01,7.27," 8,090.00 ",0.2111,2.95,22.02,3.54,0.73,7.85,13.87,0.01,3.87,7.42,17.29,20.44,0.4692,-0.4625,-2.29,1.24,1.45,88.82,16.34,1.06,13.95,2.74,1.13,1.29,90.14,21.56,0.71,12.17
TRQIX,Large Blend,4,2,3,2760000000,0.1958,0.0982,22,5,0.2844,-0.3734,0.1411,-0.1479,0.1911,0.1605,0.0982,0.0733,1.66,98.34,0,0,17.65,15.25,2.19,1.46,7.52," 60,110.00 ",0.1626,3.53,11.12,15.22,1.89,10.67,12.89,3.08,3.66,10.45,10.79,16.69,0.2844,-0.3734,-0.21,1,1.31,100,12.42,1.26,15.96,-0.2,1,0.92,100,18.12,0.6,9.68
TRRAX,Target Date 2000-2010,5,5,4,5920000000,0.0729,0.0831,9,1,0.2795,-0.2671,0.1347,-0.041,0.0876,0.0867,0.0831,0.0714,5.37,49.48,43.54,1.53,88.8,14.62,1.92,1.25,6.99," 30,500.00 ",0.1541,5.48,13.01,15.85,3.94,9.73,10.5,3.11,4.15,9.13,11.86,13.24,0.2795,-0.2671,-0.66,1,0.72,98.84,8.53,1.01,8.56,-0.3,1.04,0.73,98.58,12.6,0.69,7.84
TRREX,Real Estate,4,3,4,3520000000,0.0254,0.0616,11,4,0.3682,-0.3908,0.2893,-0.1332,0.0399,0.1165,0.0616,0.0975,4.43,94.36,0,0,46.79,42.46,2.39,6.99,16.17," 9,460.00 ",0.2172,0,2.51,0,97.49,0,0,0,0,0,0,0,0.3682,-0.3908,1.05,0.92,1.03,66.11,16.26,0.76,12.52,-1.59,1.41,0.98,67.81,33.76,0.35,4.29
TRSAX,Large Growth,5,3,3,35180000000,0.241,0.1313,8,3,0.4294,-0.4238,0.1812,-0.1029,0.2275,0.1742,0.1313,0.0864,0.94,97.97,0,1.1,29.94,23.37,4.18,2.12,14.86," 37,110.00 ",0.2293,3.82,21.23,9.51,1.97,7.53,11.21,0,3.56,5.07,12.84,23.26,0.4294,-0.4238,0.12,1.07,1.43,87.93,14.15,1.21,16.22,2.97,1,1.19,90.19,19.1,0.74,12.98
TRSPX,Large Blend,4,1,2,1840000000,0.1944,0.0967,9,1,0.2791,-0.371,0.1382,-0.0861,0.1893,0.1586,0.0967,0.0719,0.41,99.48,0,0.11,18.16,14.85,2.13,1.42,7.29," 59,450.00 ",0.1622,3.42,10.87,15.27,1.89,10.86,12.82,3.15,3.76,10.64,10.43,16.89,0.2791,-0.371,-0.3,1,1.3,99.99,12.36,1.25,15.84,-0.3,1,0.91,100,18.04,0.6,9.57
TSCGX,Large Growth,3,1,4,187500000,0.1905,0.095,7,2,0.3607,-0.4854,0.1611,-0.1236,0.1057,0.122,0.0821,0.0556,0.95,99.05,0,0,27.43,17.99,2.87,1.81,10.33," 34,100.00 ",0.3139,2.03,20.67,6.24,0,9.6,11.29,0,0,8.65,14.2,27.32,0.3607,-0.4854,-3.59,1.15,1.22,89.59,15.05,0.97,12.51,-0.57,1.03,0.92,91.92,19.5,0.56,9.08
TSMVX,Small Blend,4,9,3,993370000,0.2514,0.1464,5,2,0.4345,-0.3856,0.22,-0.0456,0.2771,0.1961,0.1464,0.1386,2.48,97.52,0,0,13.1,14.83,1.5,0.9,6.32," 3,460.00 ",0.1784,5.77,11.24,20.42,8.81,4.8,7.67,5.84,0,6.6,15.07,13.78,0.4345,-0.3856,-1.82,1.34,1.63,91.06,17.45,1.11,14.55,2.45,1.26,1.39,89.98,24.11,0.68,11.49
TSVCX,Small Blend,4,7,3,72390000,0.3403,0.0998,5,3,0.2326,-0.3299,0.1237,-0.0667,0.359,0.2075,0.0998,0.0843,1.54,98.46,0,0,21.97,17.69,1.76,1.1,7.75," 1,080.00 ",0.2164,8.24,8.25,21.84,10.86,1.17,2.01,4.32,0,7.23,21.1,14.98,0.2326,-0.3299,-0.6,1.33,1.71,86.8,17.69,1.16,15.56,-1.02,1.18,1.01,87.55,22.71,0.53,8.4
TTMEX,Large Growth,3,8,4,84660000,0.1744,0.0752,8,3,0.3842,-0.4865,0.1933,-0.1178,0.1487,0.1191,0.0752,0.065,0.18,99.82,0,0,33.14,21.32,3.11,2.15,13.16," 41,940.00 ",0.2481,3.06,18.02,8.13,0,6.05,10.94,0,3.7,4.63,6.46,39.02,0.3842,-0.4865,-4.84,1.08,1.03,82.96,14.74,0.83,10.93,-2.39,1.04,0.77,90.19,19.71,0.46,7.15
TVOAX,Small Value,2,3,2,39100000,0.2069,0.0929,7,3,0.5413,-0.3416,0.279,-0.0983,0.1953,0.1496,0.0801,0.0861,2.28,97.72,0,0,21.39,18.4,1.37,0.94,7.7," 1,170.00 ",0.1061,11.45,10.43,21.46,8.94,1.89,3.35,0,0,4.7,22.52,15.26,0.5413,-0.3416,-1.72,1.2,1.44,84.21,16.16,1.06,14.37,-1.43,1.14,0.95,87.57,22.02,0.51,8.05
TWCUX,Large Growth,5,7,3,7370000000,0.2412,0.1218,24,7,0.4146,-0.4174,0.1688,-0.193,0.2147,0.1716,0.1218,0.0673,0.13,99.63,0,0.24,31.42,18.3,3.17,1.79,11.04," 55,410.00 ",0.2663,3.86,22.07,8.1,0,11.51,13.7,0,0,4.03,7.89,28.84,0.4146,-0.4174,-0.29,1.08,1.41,88.86,14.24,1.18,15.78,2.2,0.98,1.1,92.99,18.41,0.71,12.28
TWDAX,World Stock,5,5,3,5730000000,0.2043,0.0969,4,2,0.3294,-0.3938,0.1091,-0.0445,0.2707,0.1387,0.0969,0.0868,2.46,96.96,0.07,0.51,21.65,11.6,1.22,0.74,4.56," 42,530.00 ",0.055,3.33,8.81,26.58,0,2.59,15.17,0.23,7.89,12.94,8.67,13.8,0.3294,-0.3938,5.53,0.92,1.2,92.75,16.54,0.87,15.02,3.61,0.9,0.95,94.39,20.48,0.55,10.66
UBVCX,Small Value,4,4,4,443370000,0.2374,0.1597,5,3,0.4056,-0.3709,0.2167,-0.1296,0.3007,0.1934,0.1597,0.1052,13.45,86.55,0,0,25.24,15.94,1.25,0.98,6.12," 1,880.00 ",0.087,5.77,7.59,25.06,17.45,2.82,5.42,3.92,0,5.99,15.28,10.7,0.4056,-0.3709,-3.84,1.48,1.64,88.14,19.52,1,13.04,3.01,1.38,1.54,86.17,26.99,0.68,11.44
UIIFX,Foreign Large Growth,5,3,3,3130000000,0.1201,0.0856,3,1,0.3309,-0.0956,0.0988,0.0682,0.215,0.0998,0.0856,0.0973,0.62,98.26,0,1.12,27.04,15.46,1.89,1.44,7.6," 38,060.00 ",0.1037,10.19,14.16,21.64,0,16.78,8.73,0.69,1.78,3.45,11.52,11.04,0.3309,-0.0956,1.66,0.97,0.92,94.7,17.3,0.63,10.21,2.27,0.97,0.89,95.45,21.97,0.48,8.72
UMBWX,Foreign Large Growth,3,9,2,9960000000,0.0866,0.0723,14,5,0.3554,-0.3806,0.2339,-0.1173,0.1637,0.0745,0.0723,0.0972,5.32,94.53,0,0.15,17.55,14.75,1.99,1.18,7.15," 33,330.00 ",0.2043,7.87,12.91,20.18,0,13.29,13.8,0.21,4.42,6.11,13.98,7.23,0.3554,-0.3806,-0.23,0.91,0.71,93.15,16.31,0.52,8.13,1.18,0.94,0.78,94.74,21.36,0.43,7.58
UNACX,Large Growth,3,1,3,1150000000,0.2137,0.0785,55,17,0.2572,-0.398,0.2281,-0.0819,0.131,0.1205,0.0658,0.0636,1.48,98.08,0.05,0.39,28.62,17.56,2.65,1.53,10.06," 25,980.00 ",0.244,5.75,32.25,5.78,1.33,16.43,9.35,0,1.84,9.3,11.58,6.39,0.2572,-0.398,-2.45,1.06,1.2,90,13.81,1.03,13.46,-2.03,1.02,0.78,94.7,18.87,0.49,7.61
UNASX,World Allocation,4,3,4,3280000000,0.1402,0.0897,14,3,0.4361,-0.2593,0.2878,0.0025,0.1262,0.0795,0.0768,0.1178,17.19,68.59,5.18,8.84,35.76,12.83,1.71,1.36,3.83," 41,370.00 ",0.4281,1.52,35.35,25.15,0,3.46,3.39,0,1.5,7.45,5.42,16.77,0.4361,-0.2593,-5.81,1.82,0.93,81.42,17.05,0.65,5.5,0.34,1.1,0.83,66.22,16.21,0.6,8.04
UNCIX,Aggressive Allocation,4,9,1,955630000,0.156,0.0987,34,8,0.1911,-0.1948,0.1117,-0.0396,0.0896,0.1127,0.0858,0.075,9.23,70.8,19.13,0,17.65,16.35,2.09,1.85,8.09," 42,140.00 ",0.2037,3.6,21.24,14.89,0,9.89,7.27,0,1.95,9.21,19.1,12.85,0.1911,-0.1948,2.99,1.1,1.1,88.3,9.84,1.33,12.24,1.7,0.98,0.85,87.82,12.49,0.81,9.98
UOPIX,Trading-Leveraged Equity,5,1,5,130700000,0.4487,0.2434,9,6,2.3325,-0.737,0.4347,-0.7081,0.3061,0.3321,0.2434,0.1139,30.62,69.38,0,0,40.22,17.7,2.92,2.07,9.95," 72,730.00 ",0.2808,0.39,16.11,0,0,5.28,13.67,0,5.78,0,3.9,54.87,2.3325,-0.737,0.89,2.01,2.73,79.66,27.89,1.17,16.52,7.15,2.05,2.5,86.28,39.91,0.75,11.82
URTLX,Real Estate,4,7,5,779830000,0.0168,0.0495,11,4,0.3651,-0.4224,0.2796,-0.1321,0.0389,0.1202,0.0495,0.0964,0.79,99.21,0,0,52.51,35.58,2.07,6.17,14.34," 10,220.00 ",0.2991,0,0,0,100,0,0,0,0,0,0,0,0.3651,-0.4224,1.41,0.93,1.07,61.83,16.93,0.75,12.84,-2.56,1.41,0.91,68.24,33.69,0.32,3.42
USBNX,Small Growth,2,1,3,122590000,0.2613,0.0895,16,4,0.4308,-0.493,0.2423,-0.1497,0.2707,0.1559,0.0895,0.0801,1.69,98.31,0,0,31.01,26.63,2.53,1.44,7.58," 1,750.00 ",0.2452,4.43,19.06,6.52,10.3,11.66,8.57,0,0,4.59,21.26,13.61,0.4308,-0.493,-1.78,1.1,1.3,84.42,14.8,1.05,14.16,-1.76,1.17,0.95,84.59,22.99,0.49,7.55
USCRX,Moderate Allocation,3,2,4,2300000000,0.0608,0.0733,22,6,0.3466,-0.3447,0.1374,-0.0752,0.0855,0.0651,0.0733,0.0606,3.92,54.77,32.07,2.79,26.39,13.71,1.61,0.99,5.59," 27,890.00 ",0.1663,8.15,10.38,17.99,2.46,9.03,11.62,2.28,4.27,8.28,10.38,15.15,0.3466,-0.3447,-2.67,1,0.56,95.12,8.7,0.76,6.4,-2.2,1.2,0.68,93.74,14.78,0.55,6.03
USEMX,Diversified Emerging Mkts,3,1,3,1120000000,-0.0267,0.04,11,7,0.7482,-0.5165,0.3434,-0.1524,0.0056,-0.0364,0.04,0.1025,4.78,92.45,0.28,1.9,20.35,10.47,1.47,1.11,4.18," 15,870.00 ",0.2265,6.08,10.51,27.44,1.04,6.53,1.45,0.64,8.87,8.56,9.21,19.67,0.7482,-0.5165,-11.18,0.99,-0.14,71.18,20.3,-0.09,-3.76,-1.92,1.12,0.64,82.36,27.23,0.28,3.48
USIFX,Foreign Large Growth,4,3,3,3130000000,0.1186,0.0826,17,7,0.3243,-0.3524,0.2075,-0.1152,0.2128,0.0974,0.0826,0.0958,0.62,98.26,0,1.12,27.04,15.46,1.89,1.44,7.6," 38,060.00 ",0.1037,10.19,14.16,21.64,0,16.78,8.73,0.69,1.78,3.45,11.52,11.04,0.3243,-0.3524,1.45,0.97,0.9,94.62,17.31,0.62,9.96,2,0.97,0.87,95.45,21.96,0.47,8.41
USSPX,Large Blend,4,3,3,3960000000,0.1955,0.0977,12,4,0.2862,-0.3713,0.1403,-0.147,0.1902,0.1599,0.0977,0.0733,1.84,97.51,0,0.65,17.97,14.85,2.18,1.44,7.98," 60,360.00 ",0.1614,3.35,11.07,14.94,1.93,10.63,12.98,3.23,3.84,10.89,10.1,17.03,0.2862,-0.3713,-0.29,1,1.31,100,12.45,1.25,15.86,-0.24,1,0.92,100,18.1,0.6,9.64
VASGX,Aggressive Allocation,5,9,3,9380000000,0.1359,0.0802,13,5,0.2852,-0.3439,0.1564,-0.1015,0.1553,0.1124,0.0802,0.0718,1.36,79.39,14.84,4.26,99.96,14.4,1.84,1.15,6.4," 28,600.00 ",0.1522,5.56,11.7,16.65,3.75,9.47,10.82,3.27,4.25,9.33,11.4,13.79,0.2852,-0.3439,-0.97,1.32,0.94,98.44,11.24,1,8.45,-2.76,1.37,0.76,98.59,16.48,0.54,5.78
VBFIX,Moderate Allocation,4,2,3,21790000,0.1524,0.0755,3,2,0.2084,-0.2581,0.0964,-0.0027,0.161,0.1094,0.0755,0.0664,2.38,69.16,28.46,0,24.5,15.33,2,1.43,7.27," 59,960.00 ",0.1732,5.99,10.68,14.39,0,5.46,13.46,0,3.46,8.88,10.88,26.81,0.2084,-0.2581,0.72,1.09,0.91,92,9.6,1.12,9.96,-0.89,1.03,0.68,94.38,12.74,0.63,7.19
VEINX,Large Value,2,1,4,121010000,0.1656,0.0663,10,5,0.3418,-0.3839,0.1737,-0.095,0.0979,0.0711,0.0543,0.0513,0,100,0,0,34.57,13.37,1.87,1.21,6.95," 68,040.00 ",0.1543,1.97,7.25,24.26,0,9.32,15.22,4.94,1.46,14.1,11.94,9.54,0.3418,-0.3839,-9.9,1.26,0.84,91.9,16.25,0.62,7.22,-3.64,1.08,0.71,93.16,20.25,0.41,6.02
VEUCX,Europe Stock,4,4,3,430370000,0.2126,0.0664,9,5,0.4372,-0.479,0.2594,-0.1231,0.3533,0.1182,0.0664,0.0915,10.57,88.7,0,0.73,20.05,13.04,1.52,0.69,2.55," 19,840.00 ",0.0977,3.87,19.23,20.3,2.05,5.92,10.71,1.57,5.24,10.93,17.9,2.26,0.4372,-0.479,2.46,1.12,1.1,93.14,20.07,0.65,10.52,0.05,1.12,0.81,94.76,25.42,0.38,5.84
VEXRX,Small Growth,4,1,3,11630000000,0.3207,0.1396,8,3,0.4445,-0.4029,0.2167,-0.1161,0.3575,0.1975,0.1396,0.0974,2.52,97.14,0,0.34,8.4,19.47,2.36,1.25,8.98," 2,740.00 ",0.1874,4.5,20.83,6.2,1.2,3.1,16.39,0.07,2.09,4.5,19.3,21.82,0.4445,-0.4029,-0.94,1.29,1.63,89.07,16.94,1.15,15.27,2.51,1.17,1.3,90.18,22.28,0.7,11.83
VFINX,Large Blend,5,1,3,1.4343E+11,0.1966,0.099,29,7,0.2862,-0.3702,0.1424,-0.146,0.1915,0.1609,0.099,0.0745,0.64,99.36,0,0,18.04,15.37,2.19,1.47,7.7," 61,580.00 ",0.1573,3.32,11.61,15.51,1.95,10.2,12.88,3.23,3.83,10.55,10.38,16.53,0.2862,-0.3702,-0.15,1,1.31,100,12.4,1.26,16.02,-0.1,1,0.93,100,18.08,0.61,9.79
VGELX,Equity Energy,5,1,2,12030000000,0.1177,0.0503,8,3,0.4467,-0.4283,0.3835,-0.0351,0.1052,0.0994,0.0503,0.1442,3.99,95.88,0,0.11,38.66,12.3,1.44,0.82,5.51," 44,980.00 ",0.1647,2.9,0,0,0,0,0,0,0,96.26,0.82,0.02,0.4467,-0.4283,-4.17,1.3,0.97,78.88,20.88,0.55,7.61,-2.63,1.1,0.66,80.05,24.32,0.32,4.45
VGHCX,Health,5,3,1,30620000000,0.2924,0.1409,23,5,0.6056,-0.1845,0.3425,-0.019,0.2915,0.2001,0.1409,0.11,0,96.26,0,3.74,36.67,17.06,2.43,1.05,11.69," 29,790.00 ",0.0412,0,0,0,0,2.73,95.18,0,0,0,0,2.1,0.6056,-0.1845,11.84,0.57,1.57,67.84,9.92,1.89,34.89,8.34,0.62,1.19,70.29,14.62,0.97,22.45
VGIIX,Large Blend,5,4,3,407000000,0.2091,0.0985,13,3,0.2678,-0.3688,0.1472,-0.0979,0.2202,0.175,0.0985,0.0764,1.99,98.01,0,0,23.71,14.81,1.79,1.52,6.58," 55,380.00 ",0.1406,1.96,11.69,28.37,1.06,6.33,12.61,4.21,4.67,13.82,6.6,8.66,0.2678,-0.3688,0.68,1.03,1.42,97.52,12.93,1.31,16.93,-0.19,1.01,0.93,98.32,18.42,0.6,9.64
VGRAX,Mid-Cap Growth,2,2,4,2830000000,0.2562,0.134,12,5,0.593,-0.484,0.2401,-0.1635,0.1978,0.1075,0.1212,0.1023,1.09,98.91,0,0,20.07,20.29,3,1.51,9.23," 8,620.00 ",0.2529,6.93,25.07,6.28,0,5.16,12.03,0,3.68,7.49,19.18,14.17,0.593,-0.484,-6.54,1.26,1.13,88.62,16.63,0.81,10.13,2.16,1.16,1.26,87.18,22.42,0.67,11.47
VGTSX,Foreign Large Blend,3,1,4,1.0321E+11,0.0975,0.0585,10,6,0.4034,-0.441,0.2514,-0.1698,0.1706,0.0586,0.0585,0.0846,0.49,97.83,0,1.29,8.3,13.44,1.47,0.88,4.69," 20,330.00 ",0.1256,9.32,11.33,21.76,3.67,10.15,7.66,3.31,5.64,8.52,11.21,7.41,0.4034,-0.441,-2.29,0.99,0.6,96,17.46,0.41,5.87,-0.56,1.05,0.71,97.27,23.59,0.36,5.46
VHCAX,Large Growth,5,1,4,10650000000,0.3264,0.1326,8,3,0.4969,-0.39,0.2547,-0.076,0.395,0.1848,0.1326,0.1129,5.26,94.74,0,0,35.63,18.49,2.78,1.79,10.73," 23,200.00 ",0.1715,2.58,8.54,2.93,0,0,37.31,0.28,2.31,1.83,10.56,33.66,0.4969,-0.39,0.22,1.13,1.51,90.09,14.72,1.23,16.34,2.32,1.11,1.23,90.22,21.06,0.69,11.88
VIIIX,Large Blend,5,1,3,1.4692E+11,0.1978,0.1006,11,4,0.2883,-0.3694,0.1441,-0.1447,0.1933,0.1626,0.1006,0.076,0.12,99.88,0,0,18.15,15.38,2.19,1.47,7.7," 61,580.00 ",0.1573,3.32,11.61,15.51,1.95,10.2,12.88,3.23,3.83,10.55,10.38,16.53,0.2883,-0.3694,0,1,1.33,100,12.4,1.28,16.19,0.04,1,0.94,100,18.08,0.62,9.95
VILLX,Moderate Allocation,4,8,5,891450000,0.1513,0.1407,10,3,0.3364,-0.2785,0.2009,-0.0789,0.2225,0.21,0.1407,0.0978,15.27,55.61,26.36,0,29.93,21.7,2.16,1.54,9.44," 6,600.00 ",0.2813,0,23.76,9.76,5,13.88,16.86,0,0,5.16,6.52,19.07,0.3364,-0.2785,8.77,1.2,1.66,69.65,12.12,1.64,17.47,3.6,1.28,1.23,78.63,17.28,0.84,10.9
VIMAX,Mid-Cap Blend,4,4,3,42250000000,0.2443,0.1317,8,3,0.4048,-0.4178,0.2261,-0.1109,0.2795,0.1713,0.1317,0.1059,0.46,99.54,0,0,6.3,15.69,2.34,1.13,8.24," 9,320.00 ",0.1793,5.14,17.7,10.53,5.39,7.87,10.3,5.48,1.91,6.68,13.57,15.43,0.4048,-0.4178,-1.51,1.16,1.42,94.03,14.88,1.14,14.66,1.88,1.15,1.23,94.18,21.42,0.68,11.36
VINIX,Large Blend,5,1,3,1.4692E+11,0.1977,0.1004,18,4,0.2879,-0.3695,0.1438,-0.1449,0.1931,0.1624,0.1004,0.0757,0.12,99.88,0,0,18.15,15.38,2.19,1.47,7.7," 61,580.00 ",0.1573,3.32,11.61,15.51,1.95,10.2,12.88,3.23,3.83,10.55,10.38,16.53,0.2879,-0.3695,-0.02,1,1.32,100,12.4,1.27,16.16,0.02,1,0.94,100,18.08,0.62,9.92
VISGX,Small Growth,3,1,4,13840000000,0.2837,0.1468,10,4,0.4288,-0.4,0.222,-0.097,0.3083,0.2026,0.1468,0.1124,0.3,99.7,0,0,5.96,24,2.77,2.1,11.03," 2,580.00 ",0.2418,2.61,17.32,4.81,11.47,3.47,14.72,0.48,1.93,6.16,16.3,20.72,0.4288,-0.4,-1.23,1.34,1.67,89.71,17.56,1.14,15.05,2.51,1.27,1.4,89.39,24.29,0.68,11.47
VMRGX,Large Growth,4,9,3,9940000000,0.2191,0.1078,32,12,0.361,-0.4143,0.1724,-0.1669,0.2069,0.1561,0.1078,0.0797,3.67,96.33,0,0,17.04,17.59,2.92,1.6,9.82," 34,580.00 ",0.1855,3.53,19.26,6.8,0.38,7.05,15.57,0,2.71,4.45,13.11,27.14,0.361,-0.4143,-2.3,1.13,1.3,92.47,14.53,1.07,13.78,0.61,1.03,1.01,93.72,19.16,0.63,10.4
VOLMX,Mid-Cap Blend,3,2,1,24160000,0.1735,0.0705,19,6,0.3041,-0.2994,0.1477,-0.0842,0.185,0.1169,0.0705,0.0597,12.67,85.29,0,2.04,18.57,15.31,2.01,0.76,6.23," 9,020.00 ",0.1403,10.74,22.05,2.85,0.03,13.32,9.35,5.23,0.07,5.14,19.19,12.02,0.3041,-0.2994,-1.28,0.81,0.97,90.55,10.59,1.09,14.3,-0.72,0.76,0.66,91.83,14.4,0.54,9.08
VPCGX,Conservative Allocation,4,6,3,643110000,0.0715,0.0667,10,2,0.185,-0.1756,0.0918,-0.0162,0.0814,0.0697,0.0667,0.0543,12.81,36.12,43.94,0.06,99.01,15.21,1.94,1.18,7.39," 29,180.00 ",0.1666,5.66,12.22,18.2,1.31,8.08,10.94,2.27,4.89,10.17,12.78,13.49,0.185,-0.1756,0.1,0.73,0.58,97.97,6.25,1.1,9.41,0.42,0.74,0.57,98.42,8.88,0.76,8.9
VPMIX,Large Blend,5,6,3,650820000,0.2093,0.1022,9,4,0.3108,-0.3706,0.1584,-0.149,0.21,0.163,0.1022,0.0794,0.94,98.95,0,0.11,14.39,15.31,2.1,1.36,7.35," 33,780.00 ",0.1666,3.59,11.97,14.8,3.25,9.39,12.49,3.16,3.55,9.57,11.49,16.75,0.3108,-0.3706,-0.51,1.04,1.33,99.61,12.9,1.24,15.63,-0.02,1.03,0.96,99.64,18.62,0.61,9.83
VSFCX,Small Value,1,5,2,532850000,0.1913,0.0942,3,3,0.2718,-0.2592,0.1432,-0.0315,0.2046,0.1286,0.0942,0.0894,2.94,95.49,0,1.57,14.92,16.45,1.12,0.93,5.81," 1,640.00 ",0.1165,6.98,12.47,21.07,13.62,2.7,6.71,5.32,0.57,5.61,11.38,13.57,0.2718,-0.2592,-6.46,1.25,1.12,89.42,16.45,0.81,10.2,-1.94,1.22,0.98,90.21,23.23,0.5,7.63
VSGIX,Small Growth,4,1,4,13840000000,0.2853,0.1488,8,4,0.4308,-0.3991,0.2243,-0.0957,0.3104,0.2046,0.1488,0.1143,0.3,99.7,0,0,5.96,24,2.77,2.1,11.03," 2,580.00 ",0.2418,2.61,17.32,4.81,11.47,3.47,14.72,0.48,1.93,6.16,16.3,20.72,0.4308,-0.3991,-1.05,1.34,1.69,89.71,17.55,1.15,15.21,2.7,1.27,1.41,89.33,24.28,0.69,11.64
