Ticker,Category,SP-Rank,Morningstar,MS-Risk,NetAssets,YTD-return,Return-5Y-Avg,YearsUP,YearsDOWN,Best-1Y-Return,Worst-1Y-Return,Best-3Y-Return,Worst-3Y-Return,LAR-1Y,LAR-3Y,LAR-5Y,LAR-10Y,PropCash,PropStocks,PropBonds,PropOther,PropTop10Hold,EqHldPE,EqHldPB,EqHldPS,EqHldPCF,EqHldMedMktCap,EqHld3Y-EarnGr,PropBM,PropCC,PropFS,PropRE,PropCD,PropHC,PropU,PropCS,PropE,PropI,PropT,Best1Y-Return,Worst1Y-Return,Alpha1Y,Beta1Y,MeanRet1Y,R-square1Y,StdDev1Y,Sharpe1Y,Treynor1Y,Alpha3Y,Beta3Y,MeanRet3Y,R-square3Y,StdDev3Y,Sharpe3Y,Treynor3Y
GABOX,World Stock,3,1,3,11330000,0.1248,0.0915,9,5,0.7921,-0.4078,0.2172,-0.1835,0.1851,0.1022,0.0915,0.0814,0,100,0,0,40.46,16.08,1.92,1.71,11.54," 36,600.00 ",0.1038,9.32,12.28,4.18,2.59,20.77,7.86,0,4.28,7.1,18.99,12.64,0.7921,-0.4078,2.89,0.85,0.93,80.44,16.48,0.67,11.91,3.29,0.89,0.92,87.88,21,0.52,10.17
GACIX,Small Blend,4,3,1,3230000000,0.2521,0.1331,3,1,0.3002,-0.0466,0.1658,0.1363,0.3214,0.1764,0.1331,0.1208,10.46,89.33,0,0.17,10.11,16.37,1.98,0.84,5.23," 2,100.00 ",0.2063,7.4,28.51,4.51,1.77,10.89,5.48,4.1,3.55,3.65,22.94,7.21,0.3002,-0.0466,0.24,1.08,1.45,86.44,14.36,1.2,16.32,2.65,1.07,1.22,90.34,20.27,0.71,12.38
GAPAX,World Stock,3,3,3,387090000,0.1506,0.0666,9,5,0.3502,-0.426,0.218,-0.1391,0.1219,0.0866,0.0546,0.0662,2.2,95.88,0.74,0.85,97.81,13.36,1.69,0.96,4.87," 21,610.00 ",0.1861,6.4,12.64,18.38,6.93,9.24,11.45,1.81,2.89,9,10.68,10.57,0.3502,-0.426,3.23,0.84,0.95,93.07,15.13,0.74,12.66,0.68,0.93,0.73,94.58,21.28,0.41,7.01
GBCAX,Large Blend,3,3,2,30110000,0.2001,0.0888,7,2,0.3057,-0.3366,0.1359,-0.0794,0.1292,0.1091,0.0759,0.0711,7.5,92.5,0,0,27.97,14.23,1.74,1.51,5.6," 53,730.00 ",0.1073,12.6,4.78,16.89,0,7.39,15.22,4.01,3.43,11.07,12.25,12.37,0.3057,-0.3366,-3.47,1.05,1.1,97.12,13.23,1,12.42,-0.76,0.97,0.85,96.02,17.9,0.56,9.03
GCFRX,Conservative Allocation,3,4,1,429080000,0.0228,0.0416,8,1,0.0856,-0.064,0.0555,0.0146,0.0264,0.0372,0.0416,0.0388,32.52,19.33,48.11,0.02,73.84,15.32,1.93,1.21,6.97," 36,010.00 ",0.1481,4.91,12.01,16.62,3.42,9.79,11.68,3.53,3.89,9.02,11.7,13.43,0.0856,-0.064,0.74,0.31,0.31,88.78,2.79,1.3,11.7,1.05,0.35,0.35,93.13,4.33,0.93,11.55
GCGAX,Large Growth,3,1,4,166240000,0.1854,0.0901,8,2,0.4825,-0.4399,0.1671,-0.1156,0.1138,0.1214,0.0779,0.0572,1.77,98.23,0,0,43.81,20.14,3.33,1.98,11.66," 43,920.00 ",0.2895,2.26,15.3,6.92,8.52,11.23,9.22,0,1.61,7.85,10.38,26.72,0.4825,-0.4399,-1.77,1.01,1.19,89.28,13.24,1.07,14.08,-0.93,1.04,0.89,88.91,19.84,0.53,8.6
GCIGX,Foreign Large Growth,3,2,3,29410000,0.0856,0.0825,8,4,0.3702,-0.4365,0.1966,-0.0932,0.1418,0.0804,0.0825,0.0731,0,100,0,0,29.8,15.93,1.68,1.46,12.78," 29,750.00 ",0.1413,11.22,17.46,5.55,3.93,21.89,11.24,0,3.02,6.7,14.52,4.45,0.3702,-0.4365,0.45,0.9,0.76,88.53,16.55,0.55,8.87,2.19,0.94,0.86,91.43,21.72,0.47,8.68
GCMTX,Mid-Cap Value,3,9,3,9620000000,0.2311,0.1151,3,2,0.3295,-0.3659,0.1578,0.0168,0.2771,0.1544,0.1151,0.108,1.41,98.59,0,0,16.13,14.82,1.71,1.18,8.42," 8,750.00 ",0.2283,2.87,11.36,20.58,9.25,3.28,8.38,9.38,0.01,8.97,11.35,14.57,0.3295,-0.3659,-2.62,1.14,1.29,93.76,14.59,1.06,13.5,0.79,1.09,1.08,95.23,20.18,0.64,10.46
GCTSX,Large Blend,4,4,4,443880000,0.2384,0.0981,8,4,0.2917,-0.3681,0.1851,-0.109,0.2355,0.1788,0.0981,0.0759,0,99.82,0,0.18,20.81,13.19,2.07,1.01,5.84," 26,270.00 ",0.1768,2.52,10.95,15.62,4.85,7.1,15.83,1.48,3.51,10.05,13.69,14.4,0.2917,-0.3681,0.03,1.1,1.46,97.12,13.81,1.26,16.23,-0.43,1.04,0.93,98.15,18.89,0.59,9.36
GEPSX,Large Growth,5,3,3,372920000,0.2214,0.1095,9,2,0.3866,-0.3631,0.1602,-0.0999,0.2049,0.1794,0.1095,0.0722,4.35,95.65,0,0,39.41,19.89,2.67,2.08,11.93," 54,570.00 ",0.1796,3.96,16.8,13.2,2.28,3.19,16.85,0,6.32,5.76,8.7,22.94,0.3866,-0.3631,0.38,1.08,1.46,92.55,13.93,1.26,16.54,0.32,1.09,1.05,93.25,20.42,0.61,9.93
GESSX,Large Growth,3,4,3,4710000000,0.2364,0.0965,33,12,0.3271,-0.3572,0.1404,-0.0953,0.2359,0.161,0.0965,0.0764,2.11,97.89,0,0,22.68,14.93,1.91,1.4,6.32," 59,520.00 ",0.1921,2.88,11.88,19.97,0.61,6.14,17.78,1.19,4.31,10.68,8.09,16.46,0.3271,-0.3572,-1.89,1.12,1.33,97.45,14.13,1.13,14.26,-0.69,1.05,0.93,97.85,19.21,0.57,9.07
GGAIX,World Stock,4,3,2,353690000,0.1772,0.0925,3,2,0.3083,-0.3842,0.1135,-0.0335,0.2019,0.1238,0.0925,0.0856,2.31,97.69,0,0,18.05,14.13,2.2,1.46,6.69," 38,070.00 ",0.2026,3.17,18.47,11.78,0,6.9,11.12,0.68,4.04,8.22,7.51,28.12,0.3083,-0.3842,5.03,0.8,1.07,90.2,14.66,0.87,15.34,3.73,0.78,0.88,91.7,18.12,0.57,11.65
GGCCX,Large Growth,3,4,4,479070000,0.2018,0.0854,7,2,0.4453,-0.4632,0.1469,-0.1277,0.1787,0.1396,0.0854,0.0593,0.19,99.81,0,0,28.42,17.23,3.12,1.89,10.45," 66,470.00 ",0.2312,3.26,21.95,6.1,0,12.78,10.2,0,5.88,5.94,12.7,21.2,0.4453,-0.4632,-3.62,1.12,1.18,93.79,14.3,0.98,12.44,-1.62,1.06,0.86,91.16,20.04,0.51,7.96
GGGCX,World Stock,4,7,3,75200000,0.1849,0.0994,8,4,0.4184,-0.446,0.1983,-0.1026,0.2229,0.1418,0.0994,0.0765,0.42,99.58,0,0,20.55,16.02,1.93,1.7,6.62," 52,360.00 ",0.1609,1.73,17.62,15.35,1.36,15.87,10.22,0,3.4,10.56,13.15,10.74,0.4184,-0.446,6.72,0.81,1.21,81.23,15.54,0.93,17.47,4.08,0.88,0.98,86.77,20.99,0.55,11.14
GGRCX,Large Growth,3,3,3,357490000,0.1906,0.0877,8,5,0.424,-0.4081,0.1458,-0.1803,0.1698,0.1379,0.0877,0.055,0.08,99.25,0,0.67,33.04,19.29,3.5,2.02,11.87," 46,920.00 ",0.2725,2.47,17.43,6.32,5.72,12.72,13.53,0,0.54,6.06,12.18,23.02,0.424,-0.4081,-1.97,0.99,1.15,89.71,12.98,1.06,13.83,-0.9,0.99,0.85,91.13,18.78,0.54,8.73
GHAAX,Natural Resources,3,4,3,4060000000,0.0706,0.0464,14,4,0.5246,-0.4468,0.3761,-0.0492,0.0047,0.0209,0.0341,0.1351,8.85,89.76,0,1.39,38.86,13.96,1.52,1.37,5.32," 13,440.00 ",0.1875,27.98,0,0,0,1.31,0,0,0,68.47,2.23,0,0.5246,-0.4468,-9.23,1.31,0.56,65.83,23.06,0.29,3.1,-2.77,1.14,0.68,72.48,26.52,0.3,3.95
GIEZX,Foreign Large Blend,3,1,3,1600000000,0.0995,0.0546,8,3,0.3581,-0.4481,0.2373,-0.0833,0.1797,0.0567,0.0546,0.0741,7.94,90.29,0,1.52,13.47,12.33,1.4,0.77,4.59," 21,840.00 ",0.1296,8.66,12.57,21.34,1.15,9.16,8.68,3.22,4.91,7.3,13.3,9.72,0.3581,-0.4481,-2.65,1.01,0.59,96.4,17.89,0.39,5.53,-0.9,1.04,0.67,97.59,23.21,0.34,5.16
GIPTX,Conservative Allocation,3,5,3,513670000,0.0462,0.0586,3,2,0.2028,-0.2022,0.087,0.0143,0.0617,0.0566,0.0586,0.0552,5.76,11.71,32.2,1.29,89,13.5,1.69,0.96,4.95," 20,460.00 ",0.1842,6.36,12.61,18.08,7.43,8.83,11.65,1.91,2.78,9.23,10.81,10.32,0.2028,-0.2022,-1.86,0.82,0.48,92.64,7.17,0.79,6.83,-1.06,0.83,0.52,95.99,10.18,0.6,6.89
GISIX,Foreign Small/Mid Blend,4,1,4,184180000,0.1976,0.1141,9,5,0.5253,-0.4941,0.3449,-0.186,0.2542,0.1233,0.1141,0.0945,0,99.13,0,0.86,12.53,15.57,1.58,0.97,4.15," 2,360.00 ",0.1426,12.13,17.79,13.28,5.01,4.34,3.86,1.4,2.38,5.13,20.22,14.47,0.5253,-0.4941,4.04,0.95,1.1,89.6,17.35,0.76,12.95,4.85,1.02,1.14,93.24,23.52,0.58,11.02
GITCX,Technology,3,3,3,387800000,0.1569,0.123,8,5,0.6803,-0.4588,0.213,-0.3725,0.1423,0.1012,0.123,0.0928,2.55,97.45,0,0,49.18,20.85,3.35,3.03,11.21," 22,650.00 ",0.337,0,17.07,3.44,2.9,0,0,0,6.38,0,0,70.21,0.6803,-0.4588,-2,1.08,0.93,76.47,17.67,0.63,9.31,4.7,0.99,1.18,76.13,22.28,0.63,12.36
GLCGX,Large Growth,4,3,2,353540000,0.2232,0.1084,11,4,0.3631,-0.4108,0.1522,-0.2369,0.1373,0.1535,0.096,0.0539,2.99,96.86,0,0.15,24.68,15.37,3.1,1.26,7.78," 31,460.00 ",0.1939,4.02,17.97,5.42,3.46,12.61,15.37,0,2.07,4.03,13.81,21.25,0.3631,-0.4108,0.36,1.06,1.43,96.2,13.34,1.28,16.56,0.8,1,1,96.87,18.38,0.65,10.72
GLDAX,Equity Precious Metals,3,2,3,208140000,-0.4256,-0.0262,6,4,0.521,-0.2873,0.3017,0.0254,-0.5307,-0.2271,-0.0376,0.0417,0,99.99,0,0.01,73.92,15.01,1,2.05,6.97," 4,410.00 ",0.3713,100,0,0,0,0,0,0,0,0,0,0,0.521,-0.2873,-26.3,0.63,-1.55,8.12,31.55,-0.59,-33.82,-1.99,0.82,0.49,15.61,40.76,0.14,-3.35
GLRBX,Conservative Allocation,3,2,3,2560000000,0.0717,0.0834,18,3,0.182,-0.0552,0.1311,0.0209,0.0847,0.0816,0.0834,0.0788,7.71,43.68,48.6,0,23.08,11.97,1.8,0.77,5.65," 11,420.00 ",0.3173,9.34,19.67,13.79,1.14,6.89,8.85,3.79,4.3,9.88,16.91,5.45,0.182,-0.0552,1.68,0.68,0.67,84.69,6.26,1.28,11.85,2.75,0.64,0.7,81.12,8.54,0.97,12.8
GMICX,Foreign Large Value,5,1,2,13330000000,0.1652,0.0472,11,5,0.4339,-0.3883,0.2703,-0.0796,0.2442,0.0813,0.0472,0.0789,17.34,82.66,0,0,27.16,10.86,1.01,0.46,3.36," 29,680.00 ",0.004,5.78,9.59,21.88,2.11,3.26,11.77,7.75,10.71,16.78,7.89,2.48,0.4339,-0.3883,-0.09,0.97,0.77,96.07,17.22,0.54,8.28,-1.47,0.99,0.59,97.45,22.28,0.31,4.64
GMMRX,Conservative Allocation,3,5,2,574760000,0.0616,0.0579,8,1,0.1401,-0.1523,0.0786,-0.0102,0.0702,0.0646,0.0579,0.051,22.52,38.65,38.79,0.04,82.83,15.45,1.92,1.19,6.94," 29,540.00 ",0.1479,5,12.16,16.58,3.74,9.49,11.6,3.53,3.75,8.71,11.98,13.47,0.1401,-0.1523,0.35,0.65,0.54,97.97,5.54,1.15,9.83,0.08,0.67,0.5,98.94,8.06,0.72,8.46
GMSUX,Mid-Cap Value,4,9,3,9560000,0.2933,0.1185,18,3,0.4526,-0.2697,0.2376,-0.1087,0.3444,0.199,0.1179,0.0899,1.77,98.23,0,0,7.16,14.29,1.47,0.57,5.52," 2,810.00 ",0.1335,3.06,20.07,21.49,2.61,7.9,8.28,0.89,1.85,2.56,18.35,12.93,0.4526,-0.2697,1.17,1.15,1.63,87.95,15.26,1.27,17.28,1.14,1.1,1.13,88.42,21.22,0.63,10.64
GOLDX,Equity Precious Metals,3,2,3,208140000,-0.4256,-0.0267,11,7,0.872,-0.2874,0.5216,-0.0359,-0.5021,-0.2123,-0.0267,0.0476,0,99.99,0,0.01,73.92,15.01,1,2.05,6.97," 4,410.00 ",0.3713,100,0,0,0,0,0,0,0,0,0,0,0.872,-0.2874,-26.38,0.63,-1.55,8.14,31.58,-0.59,-33.84,-2.04,0.82,0.48,15.61,40.77,0.14,-3.41
GPAFX,Large Blend,3,7,3,792470000,0.2528,0.0988,31,9,0.3025,-0.2929,0.117,-0.2065,0.2147,0.1254,0.0882,0.0778,2.24,97.76,0,0,34.82,14.78,1.73,1.22,6.05," 31,960.00 ",0.1671,7.94,7.6,22.83,0,10.28,15.85,0,3.03,12.64,6.39,13.44,0.3025,-0.2929,-4.87,1.23,1.23,94.04,15.76,0.93,11.61,0.4,0.95,0.92,92.04,17.85,0.61,10.31
GRINX,Large Blend,3,1,4,1540000000,0.2331,0.0745,10,3,0.3507,-0.3686,0.1737,-0.0797,0.2456,0.1423,0.0745,0.075,1.44,98.56,0,0,32.4,15.33,1.99,1.43,7.25," 59,770.00 ",0.1737,6.04,10.63,14.49,0,5.44,13.44,0,3.47,8.88,10.78,26.84,0.3507,-0.3686,-4.75,1.21,1.21,96.38,15.32,0.94,11.67,-2.79,1.06,0.76,96.14,19.61,0.46,6.89
GSBCX,Conservative Allocation,3,5,4,522410000,0.0977,0.0901,11,4,0.2291,-0.2387,0.1279,-0.0551,0.105,0.1063,0.0901,0.0618,5.02,40.74,46.88,2.06,36.69,14.25,1.82,1.01,7.45," 39,730.00 ",0.0968,0,9.08,18.98,5.02,6.57,11.93,6.32,6.32,20.35,10.2,5.24,0.2291,-0.2387,2.69,0.83,0.87,92.93,7.24,1.43,12.78,1.1,0.94,0.78,95.74,11.52,0.8,9.44
GSGCX,Large Value,3,4,2,450270000,0.2099,0.0629,9,6,0.2301,-0.3598,0.1415,-0.0999,0.2179,0.129,0.0629,0.0614,0.89,98.52,0,0.59,30.39,13.82,1.52,1.3,5.65," 48,260.00 ",0.1696,2.84,8.81,24.14,3.65,5.15,13.85,5.49,3.12,14.06,9.94,8.95,0.2301,-0.3598,-4.34,1.1,1.1,95.39,13.96,0.94,11.67,-3.16,0.97,0.65,95.28,17.99,0.42,6.36
GSMSX,Mid-Cap Value,3,9,2,9620000000,0.2277,0.1113,10,5,0.3249,-0.3677,0.2152,-0.0911,0.2729,0.1505,0.1113,0.1036,1.41,98.59,0,0,16.13,14.82,1.71,1.18,8.42," 8,750.00 ",0.2283,2.87,11.36,20.58,9.25,3.28,8.38,9.38,0.01,8.97,11.35,14.57,0.3249,-0.3677,-2.95,1.14,1.26,93.74,14.57,1.03,13.17,0.46,1.09,1.06,95.21,20.16,0.62,10.12
GSVIX,Small Blend,5,1,2,1250000000,0.2682,0.1273,12,2,0.3057,-0.3664,0.1986,-0.0968,0.3057,0.2068,0.1273,0.1034,6.28,93.63,0,0.09,9.71,19.6,2.16,1.09,8.52," 2,130.00 ",0.121,5.01,12.39,11.27,3.48,5.69,12.86,1,0.09,6.28,26.41,15.52,0.3057,-0.3664,1.26,1.19,1.68,86.76,15.83,1.27,17.34,1.64,1.14,1.2,90.06,21.75,0.66,11.05
GTHCX,Health,3,1,3,1410000000,0.2908,0.1134,11,2,0.5134,-0.2892,0.123,-0.0659,0.2839,0.1864,0.1134,0.0823,4.61,95.39,0,0,34.36,18.09,3.06,1.14,12.68," 23,510.00 ",0.0574,0,0,0,0,1.78,96.47,0,0,0,0.65,1.1,0.5134,-0.2892,8.45,0.78,1.5,75.93,12.84,1.4,23.76,5.18,0.73,1.01,77.29,16.26,0.74,15.47
GTMIX,Foreign Large Value,5,5,2,521610000,0.1716,0.0606,9,5,0.4105,-0.392,0.2702,-0.0696,0.2426,0.0965,0.0606,0.0914,16.04,83.96,0,0,21.26,11.26,1.12,0.48,3.26," 24,060.00 ",0.0448,5.79,12.16,19.75,2.65,5.98,12.43,5.82,7.91,13.71,10.88,2.92,0.4105,-0.392,1.54,0.94,0.88,96.58,16.58,0.64,10.2,-0.08,0.96,0.69,97.48,21.56,0.38,6.18
GTSCX,Small Blend,5,6,3,678310000,0.3621,0.1494,12,2,0.3482,-0.3667,0.1972,-0.0821,0.3948,0.2373,0.1494,0.115,2.66,97.34,0,0,15.27,16.56,1.58,0.99,5.53," 1,630.00 ",0.2345,1.64,17.12,16.01,7.15,1.71,10.88,0.64,0,5.49,21.34,18.03,0.3482,-0.3667,2.02,1.32,1.92,86.86,17.55,1.3,17.94,3,1.24,1.41,86.95,24.07,0.7,11.94
HAGAX,Mid-Cap Growth,3,5,3,571430000,0.2454,0.1215,10,4,0.4838,-0.3891,0.1828,-0.06,0.2125,0.1399,0.1106,0.0962,1.68,98.32,0,0,22.72,21.07,2.66,1.72,13.54," 8,470.00 ",0.2568,5.79,21.88,7.74,0,5.63,13.69,0,2.03,6.66,15.67,20.91,0.4838,-0.3891,-4.86,1.33,1.36,87.7,17.66,0.92,11.84,1.28,1.12,1.15,88.34,21.55,0.64,10.74
HAOYX,Foreign Large Blend,4,1,2,1410000000,0.1262,0.0808,11,5,0.3963,-0.4246,0.2178,-0.1783,0.1969,0.0776,0.0808,0.0976,0,95.54,0,4.46,24.15,15.05,1.59,0.85,5.18," 24,400.00 ",0.1082,7.25,14.88,22.48,2.63,9.61,12.36,1.93,0.97,6.99,11.67,9.24,0.3963,-0.4246,0.16,0.89,0.73,93.37,15.98,0.54,8.64,1.82,0.96,0.85,95.51,21.89,0.46,8.25
HBFBX,Moderate Allocation,3,1,1,12190000,0.0768,0.058,13,3,0.1731,-0.2276,0.107,-0.0274,0.0507,0.0736,0.058,0.0395,49.85,50.15,0,0,43.79,14.22,2.33,1.73,8.18," 157,370.00 ",0.041,9.72,1.73,5.54,0,7.8,26.15,0,18.29,9.4,6.58,14.78,0.1731,-0.2276,2.95,0.46,0.6,57.9,5.07,1.42,15.95,-0.57,0.78,0.52,72.23,10.96,0.56,7.3
HCORX,Aggressive Allocation,3,2,4,221050000,0.1579,0.0707,3,1,0.2519,-0.0141,0.1104,0.0737,0.1569,0.1257,0.0707,0.0671,21.25,48.57,14.95,13.89,23.5,16.5,1.82,1.06,9.02," 8,080.00 ",0.2204,1.6,21.29,3.85,3.12,10.26,22.45,0.16,3.86,5.13,20.02,8.27,0.2519,-0.0141,-1.68,1.56,1.07,92.19,13.72,0.93,8.01,-4.53,1.51,0.71,95.68,18.48,0.46,4.6
HDGIX,Large Value,4,7,2,7310000000,0.195,0.0935,5,1,0.2402,-0.3169,0.1233,-0.0288,0.2,0.1452,0.0935,0.0856,0,96.68,0,3.32,26.37,13.58,1.88,1.21,5.46," 73,580.00 ",0.0983,2.44,6.98,20.48,0,7.63,16.71,4.24,4.5,10.92,11.56,14.53,0.2402,-0.3169,-1.14,0.97,1.2,97.5,12.24,1.17,14.83,-0.22,0.95,0.87,98.18,17.4,0.6,9.68
HEQFX,Large Blend,3,1,2,120280000,0.227,0.0756,10,4,0.2807,-0.305,0.1266,-0.0663,0.2085,0.1311,0.0756,0.0668,1.24,98.76,0,0,25.75,14.72,2.49,1.08,7.88," 42,370.00 ",0.2525,1.83,14.13,12.78,0,14.38,14.77,0,0,9.61,12.25,20.26,0.2807,-0.305,-2.09,0.95,1.09,96.21,12.06,1.08,13.67,-1.87,0.95,0.74,98.07,17.4,0.5,7.82
HFEAX,Europe Stock,3,9,5,979460000,0.2095,0.1567,9,2,1.0852,-0.56,0.365,-0.1131,0.2513,0.0855,0.1431,0.1406,2.85,94.44,0,2.71,28.4,14.65,1.21,0.54,4.13," 11,960.00 ",0.0186,6.19,20.7,22.88,0,3.19,6.2,3.7,3.19,7.89,20.22,5.85,1.0852,-0.56,1.08,1.24,1.09,81.92,23.78,0.54,8.58,8.64,1.16,1.55,82.9,28.22,0.66,13.42
HFMDX,Mid-Cap Blend,3,2,3,204500000,0.1835,0.1202,8,1,0.3274,-0.331,0.1923,-0.0722,0.2039,0.1677,0.1202,0.116,3.53,96.47,0,0,37.74,15.2,2.07,0.71,4.66," 3,300.00 ",0.2776,19.49,37.81,2.78,0,0,4.49,0,0,10.58,21.43,3.42,0.3274,-0.331,0.59,1.01,1.39,69.43,15.1,1.1,16.46,2.66,0.93,1.1,81.76,18.68,0.7,12.74
HGHCX,Health,4,6,3,642690000,0.3306,0.1229,10,2,0.3023,-0.2601,0.1709,-0.0531,0.2969,0.2095,0.1229,0.0947,0,95.85,0,4.15,32.67,19.1,2.74,1.2,12.69," 14,510.00 ",0.0413,0,0,0,0,3.89,96.11,0,0,0,0,0,0.3023,-0.2601,10.86,0.74,1.67,67.46,12.98,1.53,28.02,5.9,0.78,1.11,70.84,18.15,0.73,15.71
HGLYX,World Stock,5,2,4,213050000,0.2407,0.0813,9,5,0.4807,-0.5246,0.1822,-0.1477,0.2878,0.1378,0.0813,0.0683,0,97.17,0,2.83,17.7,17.57,2.39,1.81,5.44," 33,480.00 ",0.239,1.63,20.06,15.54,0.57,8.25,17.43,0,2.59,2.34,10.68,20.91,0.4807,-0.5246,5.67,0.91,1.21,83.3,17.32,0.83,15.05,2.19,0.95,0.87,87.62,22.57,0.46,8.4
HGOTX,Large Growth,3,2,5,2570000000,0.2496,0.1045,4,2,0.2982,-0.4506,0.1151,-0.0572,0.2626,0.1796,0.1045,0.0993,0,98.24,0,1.76,18.6,21.18,2.41,1.77,6.23," 16,580.00 ",0.2164,3.61,21.32,6.26,1.07,6.42,17.09,0,0,2.92,11.17,30.15,0.2982,-0.4506,-2,1.26,1.5,87.52,16.67,1.07,14.23,-0.26,1.11,1.02,91.57,21.04,0.58,9.28
HHGTX,Large Value,4,1,3,179610000,0.2435,0.0815,9,3,0.2798,-0.3449,0.2071,-0.0698,0.2843,0.158,0.0815,0.0924,0.75,99.25,0,0,16.28,11.94,1.51,0.91,6.03," 15,080.00 ",0.177,1.48,16.59,27.88,0,4.18,9.3,2.97,1.51,8.9,15.32,11.87,0.2798,-0.3449,-1.62,1.09,1.31,93.46,13.99,1.12,14.43,-1.08,0.93,0.78,93.47,17.44,0.53,8.61
HHRAX,Large Growth,3,1,3,127580000,0.178,0.082,8,3,0.3523,-0.4261,0.2116,-0.1296,0.1196,0.1309,0.0704,0.0606,0.48,99.52,0,0,16.33,15.69,2.43,1.61,8.07," 13,480.00 ",0.23,3.1,25.6,14.87,0,2.86,13.51,0,7.29,2.85,16,13.92,0.3523,-0.4261,-2.05,1.08,1.26,92.7,13.9,1.08,13.96,-1.53,1,0.81,93.08,18.71,0.51,8.09
HIGCX,Large Value,3,4,2,462880000,0.1764,0.1068,14,3,0.3082,-0.3622,0.1567,-0.0959,0.1729,0.1337,0.1068,0.083,1.7,98.3,0,0,33.68,14.36,2.29,1.67,7.18," 65,650.00 ",0.1522,3.67,10.89,13.39,4.29,12.26,11.62,0,3.66,11.91,15.08,13.22,0.3082,-0.3622,-0.22,0.84,1.1,90.93,10.96,1.2,15.78,1.71,0.87,0.96,93,16.35,0.7,12.11
HLMGX,World Stock,4,6,2,602350000,0.1197,0.088,12,4,0.4011,-0.3829,0.1819,-0.1168,0.1305,0.0958,0.088,0.087,0.84,96.82,0,2.34,28.13,17.24,2.14,1.97,8.12," 34,510.00 ",0.1799,6.77,12.54,19.06,0,11.83,6.75,0,2.44,5.8,7.78,27.03,0.4011,-0.3829,2.78,0.77,0.85,86.06,14.33,0.71,12.4,3.09,0.84,0.86,91.53,19.36,0.53,10.39
HMRRX,Mid-Cap Growth,2,4,2,451440000,0.2182,0.0844,4,2,0.308,-0.3775,0.1249,-0.0272,0.242,0.1242,0.0844,0.0824,3.15,96.85,0,0,13.51,21.35,2.59,2.02,11.21," 5,590.00 ",0.2019,4.02,16.75,10.7,1.34,5.59,12.78,1.91,2.21,8.94,19.22,16.53,0.308,-0.3775,-4.94,1.12,1.07,91.06,14.49,0.88,11.08,-1.41,1.01,0.83,93.34,18.92,0.52,8.23
HMTGX,Intermediate-Term Bond,3,7,2,70240000,-0.007,0.0335,19,1,0.0987,0.0101,0.0868,0.0364,-0.0115,0.0248,0.0335,0.0388,4.58,5.02,90.4,0,22.85,38.78,2.37,6.9,15.5," 6,240.00 ",0.1469,0,0,0,100,0,0,0,0,0,0,0,0.0987,0.0101,0.68,0.62,0.21,49.02,2.48,0.97,3.89,-0.36,0.69,0.28,58.87,3.28,0.98,4.7
HNCTX,Foreign Large Growth,5,1,3,121280000,0.1536,0.0631,4,2,0.2819,-0.5658,0.1024,-0.1237,0.2393,0.0973,0.0631,0.062,0,96.36,0,3.64,23.72,16.64,2.49,1.21,8.09," 14,120.00 ",0.2551,9.22,24.7,10.94,0,6.63,14.64,0.04,1.71,2.11,18.73,11.27,0.2819,-0.5658,2,0.9,0.89,90.15,16.38,0.65,10.78,0.3,0.96,0.72,92.77,22.18,0.38,6.43
HNSAX,Foreign Small/Mid Growth,4,3,3,300830000,0.2451,0.1289,8,3,0.5466,-0.4319,0.2848,-0.0779,0.2683,0.113,0.1162,0.0945,0,94.89,0,5.11,13.23,16.2,1.59,0.64,8.21," 1,890.00 ",0.1819,10.08,19.87,10.29,5.11,5.99,7.55,0.48,1.83,4.32,27.43,7.06,0.5466,-0.4319,4.75,0.98,1.18,93.57,17.53,0.8,13.65,6.12,1.02,1.24,94.35,23.23,0.64,12.54
HPEYX,Large Growth,5,1,3,181730000,0.2222,0.1074,12,4,0.3882,-0.3625,0.2048,-0.1214,0.2045,0.1759,0.1074,0.0714,4.12,94.18,0,1.7,39.16,17.91,2.38,1.93,11.22," 52,040.00 ",0.177,3.34,16.24,15.08,2.18,3.61,15.96,0,6.3,5.32,9.13,22.84,0.3882,-0.3625,0.02,1.08,1.44,92.67,13.97,1.23,16.15,0.13,1.09,1.03,93.18,20.44,0.6,9.74
HRITX,Large Blend,2,2,4,25260000,0.1589,0.0673,9,2,0.3364,-0.4168,0.1525,-0.0883,0.1012,0.1225,0.0673,0.069,2.85,97.15,0,0,12.79,18.11,1.93,1.04,6.6," 4,800.00 ",0.1938,4.7,15.28,11.37,9.86,4.47,10.07,4.12,0.75,6.2,19.97,13.21,0.3364,-0.4168,-2.4,0.93,1.03,87.85,12.26,1,13.14,-2.95,1.01,0.7,90.11,19.25,0.43,6.55
HSLAX,Small Growth,3,4,3,460120000,0.3219,0.1517,7,3,0.4928,-0.3763,0.2355,-0.1372,0.2475,0.1959,0.1388,0.0888,0,97.78,0,2.22,10.16,19.61,2.75,1.13,8.26," 1,560.00 ",0.2124,3.8,18.06,5.43,2.97,5.36,18.01,0.44,0.5,4.99,19.16,21.3,0.4928,-0.3763,-0.08,1.36,1.79,88.87,17.85,1.2,16.06,3.41,1.21,1.41,88.1,23.24,0.72,12.48
